"","player_id","actual_name","player","probowler","all_pro","probowl_seasons","all_pro_seasons","position_type","positon_location","death_year","deathdate","death_location","death_age","height_inches","height","weight","throwing_hand","college","draft_team","draft_year","draft_round","draft_pick","era_name","birthdate","birth_location","birth_year"
"1186","KataLe20","Leo John Katalinas","Leo Katalinas","FALSE","FALSE",NA,NA,"OL","O",1977,"7/7/77","Newark, NJ",62,74,"6'2","240","","Catholic","",NA,NA,NA,"pre-1940","2/4/15","Shenandoah, PA",1915
"1187","KeenJa20","Jack Harvey Keenan","Jack Keenan","FALSE","FALSE",NA,NA,"OL","O",1977,"2/8/77","Nash County, NC",57,70,"5'10","214","","South Carolina","",NA,NA,NA,"pre-1940","6/8/19","Greensboro, NC",1919
"1188","KellPa20","Paul Ernest Kell","Paul Kell","TRUE","FALSE",1,1,"OL","O",1977,"5/18/77","Eau Claire, WI",61,74,"6'2","217","","Notre Dame","Green Bay Packers",1939,8,69,"pre-1940","7/8/15","Princeton, IL",1915
"1189","KerrGe20","George Asher Kerr","George Kerr","FALSE","FALSE",NA,NA,"OL","O",1977,"10/14/77","Zanesville, OH",84,73,"6'1","211","","Catholic","",NA,NA,NA,"pre-1940","1893-08-28","Medford, MA",1893
"1190","KlawDi20","Richard Dominic Klawitter","Dick Klawitter","FALSE","FALSE",NA,NA,"OL","O",1977,"12/11/77","Waterloo, IA",48,79,"6'7","270","","South Dakota St.","Chicago Bears",1956,8,95,"1941 to 1959","6/29/29","Chicago, IL",1929
"1191","KuicSt20","Stanley Jacob Kuick","Stan Kuick","FALSE","FALSE",NA,NA,"OL","O",1977,"8/26/77","Orlando, FL",73,70,"5'10","192","","Beloit","",NA,NA,NA,"pre-1940","4/24/04","Kewaunee, WI",1904
"1192","LaneOx20","Francis Charles Lane","Oxie Lane","FALSE","FALSE",NA,NA,"OL","O",1977,"8/19/77","Merrill, WI",72,76,"6'4","222","","Marquette","",NA,NA,NA,"pre-1940","1/2/05","Merrill, WI",1905
"1193","LarsOj20","Frederic Adolphus Larson Jr.","Ojay Larson","FALSE","FALSE",NA,NA,"OL","O",1977,"5/1/77","Glendale, WI",79,73,"6'1","199","","Notre Dame","",NA,NA,NA,"pre-1940","1897-10-15","Calumet, MI",1897
"1194","MagnJa20","James Edward Magner","James Magner","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"9/20/77","Philadelphia, PA",74,72,"6'0","165","","Widener","",NA,NA,NA,"pre-1940","1903-07-22","Philadelphia, PA",1903
"1195","MandJa20","John Albert Manders","Jack Manders","FALSE","TRUE",NA,NA,"RB/FB","O",1977,"1/28/77","Chicago, IL",68,73,"6'1","203","","Minnesota","",1934,NA,NA,"pre-1940","1/13/09","Milbank, SD",1909
"1196","McLeRu20","Russell Ferguson McLeod","Russ McLeod","FALSE","FALSE",NA,NA,"OL","O",1977,"4/4/77","Los Angeles, CA",70,72,"6'0","190","","St. Louis","",NA,NA,NA,"pre-1940","7/29/06","Cypress River, Canada",1906
"1197","McPhHa20","Harold Thomas McPhail","Hal McPhail","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"8/30/77","Newport, KY",64,73,"6'1","230","","Army","",1934,NA,NA,"pre-1940","10/26/12","Columbus, OH",1912
"1198","MeadJi20","James Gordon Meade Jr.","Jim Meade","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"8/7/77","Clayton County, GA",63,73,"6'1","195","","Maryland","",NA,NA,NA,"pre-1940","2/28/14","Philadelphia, PA",1914
"1199","MoliLo20","Ignacio Saturnino Molinet","Lou Molinet","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"8/27/77","West Palm Beach, FL",72,71,"5'11","195","","Cornell","",NA,NA,NA,"pre-1940","11/30/04","Chaparra, Cuba",1904
"1200","MungJo20","James Francis Mungavin","Jock Mungavin","FALSE","FALSE",NA,NA,"TE","O",1977,"10/26/77","Washburn, WI",84,70,"5'10","175","","Wisc-Superior","",NA,NA,NA,"pre-1940","1893-09-12","Superior, WI",1893
"1201","NashBo20","Robert Arthur Nash","Bob Nash","FALSE","TRUE",NA,NA,"OL","O",1977,"2/1/77","Winchester, CT",84,73,"6'1","205","","Cornell","",1921,NA,NA,"pre-1940","1892-12-16","County Meathe, Ireland",1892
"1202","NasoEd20","Edward Earl Nason","Ed Nason","FALSE","FALSE",NA,NA,"OL","O",1977,"3/9/77","Wichita, KS",77,68,"5'8","185","","none","",NA,NA,NA,"pre-1940","1899-04-08","",1899
"1203","NealRa21","Raymond Robert Neal","Ray Neal","FALSE","FALSE",NA,NA,"OL","O",1977,"11/25/77","Greencastle, IN",80,69,"5'9","211","","Wabash","",NA,NA,NA,"pre-1940","1897-11-01","Mellott, IN",1897
"1204","OBriDa21","Robert David O'Brien","Davey O'Brien","TRUE","FALSE",1,1,"QB","O",1977,"11/18/77","Fort Worth, TX",60,67,"5'7","151","","TCU","Philadelphia Eagles",1939,1,4,"pre-1940","6/22/17","Dallas, TX",1917
"1205","OHeaJa20","John Ewing O'Hearn","Jack O'Hearn","FALSE","FALSE",NA,NA,"WR","O",1977,"7/22/77","Boston, MA",83,70,"5'10","180","","Cornell","",NA,NA,NA,"pre-1940","1893-07-28","Brookline, MA",1893
"1206","PincEr20","Erny Pinckert","Ernie Pinckert","TRUE","FALSE",2,2,"RB/FB","O",1977,"8/30/77","Los Angeles, CA",70,72,"6'0","197","","USC","",1938,NA,NA,"pre-1940","5/1/07","Medford, WI",1907
"1207","PittRa20","Ralph Dale Pittman","Ralph Pittman","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"7/5/77","DeLeon, TX",75,70,"5'10","200","","Baylor","",NA,NA,NA,"pre-1940","1901-12-23","DeLeon, TX",1901
"1208","QuatJe20","Jesse A. Quatse","Jess Quatse","FALSE","FALSE",NA,NA,"OL","O",1977,"12/26/77","Lakeland, FL",69,71,"5'11","226","","Pittsburgh","",NA,NA,NA,"pre-1940","4/4/08","Rillton, PA",1908
"1209","RichCh20","Charles A. Richardson","Charlie Richardson","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"3/27/77","Chicago, IL",70,NA,"FALSE","143","","none","",NA,NA,NA,"pre-1940","9/12/06","Illinois",1906
"1210","RogeBi20","William Curtis Rogers","Bill Rogers","FALSE","FALSE",NA,NA,"OL","O",1977,"4/30/77","Northborough, MA",63,71,"5'11","243","","Villanova","",NA,NA,NA,"pre-1940","6/24/13","Westborough, MA",1913
"1211","SechWa20","Walter Floyd Sechrist","Walt Sechrist","FALSE","FALSE",NA,NA,"OL","O",1977,"12/19/77","Bradenton, FL",81,72,"6'0","258","","none","",NA,NA,NA,"pre-1940","1896-09-16","Warsaw, IN",1896
"1212","ShanHe20","Henry M. Shank","Henry Shank","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"11/25/77","Mount Erie, IL",81,68,"5'8","160","","Maryland","",NA,NA,NA,"pre-1940","1896-05-29","Sumner, IL",1896
"1213","SmitJi20","James Dale Smith","Jim Smith","FALSE","FALSE",NA,NA,"OL","O",1977,"8/2/77","Rochester, MN",54,76,"6'4","270","","Colorado","Cleveland Rams",1944,27,284,"1941 to 1959","9/9/22","Alto, TX",1922
"1214","SmitOr20","Orland Francis Smith","Orland Smith","FALSE","FALSE",NA,NA,"OL","O",1977,"8/14/77","Providence, RI",71,71,"5'11","215","","Brown","",NA,NA,NA,"pre-1940","11/5/05","Gorham, ME",1905
"1215","StydJo20","Joseph Lee Stydahar","Joe Stydahar","TRUE","TRUE",4,4,"OL","O",1977,"3/23/77","Beckley, WV",65,76,"6'4","233","","Pittsburgh","Chicago Bears",1936,1,6,"pre-1940","3/16/12","Kaylor, WV",1912
"1216","SuheSt20","Steven Joseph Suhey","Steve Suhey","FALSE","FALSE",NA,NA,"OL","O",1977,"1/8/77","State College, PA",55,71,"5'11","215","","Penn St.","",NA,NA,NA,"1941 to 1959","1/8/22","Janesville, NY",1922
"1217","ThomJo22","John Webster Thomas","John Thomas","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"8/19/77","Woodstock, IL",77,73,"6'1","188","","Jamestown","",NA,NA,NA,"pre-1940","1900-02-13","Ochyeyedan, IA",1900
"1218","TurlJo20","John O. Turley","John Turley","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"7/21/77","Dayton, OH",64,70,"5'10","183","","Ohio Wesleyan","",NA,NA,NA,"pre-1940","11/20/12","Delaware, OH",1912
"1219","VellJi20","James Carl Vellone","Jim Vellone","FALSE","FALSE",NA,NA,"OL","O",1977,"8/21/77","Huntington Beach, CA",33,75,"6'3","255","","USC","",NA,NA,NA,"1960 to 1975","8/20/44","Camp Lejeune, NC",1944
"1220","VossDo20","George Voss","Doc Voss","FALSE","FALSE",NA,NA,"OL","O",1977,"5/5/77","Buffalo, NY",85,NA,"FALSE","FALSE","","none","",NA,NA,NA,"pre-1940","1891-09-27","Buffalo, NY",1891
"1221","WhitFr20","Frank E. Whitcomb","Frank Whitcomb","FALSE","FALSE",NA,NA,"OL","O",1977,"8/23/77","Fulton, NY",80,75,"6'3","217","","Syracuse","",NA,NA,NA,"pre-1940","1896-12-07","",1896
"1222","WiggHu20","Hubert Thomas Wiggs","Hubert Wiggs","FALSE","FALSE",NA,NA,"RB/FB","O",1977,"10/18/77","  ",84,68,"5'8","180","","Vanderbilt","",NA,NA,NA,"pre-1940","1893-09-29","Tullahoma, TN",1893
"1223","WolfOs20","Oscar Wolford","Oscar Wolford","FALSE","FALSE",NA,NA,"OL","O",1977,"2/3/77","Holmes County, OH",79,72,"6'0","188","","none","",NA,NA,NA,"pre-1940","1897-03-14","St. Clairsville, OH",1897
"1224","ZiffDa20","David Ziff","Dave Ziff","FALSE","FALSE",NA,NA,"TE","O",1977,"10/17/77","New York, NY",75,72,"6'0","195","","Syracuse","",NA,NA,NA,"pre-1940","1902-01-18","Massachusetts",1902
"1225","AlflTe20","Theodore Thomas Alflen","Ted Alflen","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"9/15/78","Broward County, FL",31,72,"6'0","195","","Springfield","",NA,NA,NA,"1960 to 1975","1/3/47","Dunsmuir, CA",1947
"1226","AndeHu20","Heartly William Anderson","Hunk Anderson","FALSE","FALSE",NA,NA,"OL","O",1978,"4/24/78","West Palm Beach, FL",79,71,"5'11","191","","Notre Dame","",NA,NA,NA,"pre-1940","1898-09-22","Calumet, MI",1898
"1227","BettLa20","Lawrence Joseph Bettencourt","Larry Bettencourt","FALSE","FALSE",NA,NA,"OL","O",1978,"9/15/78","New Orleans, LA",72,71,"5'11","205","","St. Mary's (CA)","",NA,NA,NA,"pre-1940","9/22/05","Newark, CA",1905
"1228","BirdDa00","Daniel Lee Birdwell","Dan Birdwell","TRUE","TRUE",1,1,"DL","D",1978,"2/14/78","Huntington Beach, CA",37,76,"6'4","250","","Houston","Oakland Raiders",1962,NA,NA,"1960 to 1975","10/14/40","Big Spring, TX",1940
"1229","BlonTo20","Thomas Albert Blondin","Tom Blondin","FALSE","FALSE",NA,NA,"OL","O",1978,"12/15/78","Parkersburg, WV",68,72,"6'0","195","","West Virginia Wesleyan","",NA,NA,NA,"pre-1940","10/25/10","Marietta, OH",1910
"1230","BrazCa20","Carl L. Brazell","Carl Brazell","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"5/3/78","Zanesville, OH",60,70,"5'10","195","","Baylor","",NA,NA,NA,"pre-1940","7/20/17","",1917
"1231","BritEd20","Edward Joseph Britt","Eddie Britt","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"11/21/78","Pelham, NH",66,74,"6'2","205","","Holy Cross","",1936,NA,NA,"pre-1940","7/19/12","Lexington, MA",1912
"1232","BurgAl20","Albert Edward Burgin","Al Burgin","FALSE","FALSE",NA,NA,"OL","O",1978,"7/28/78","San Francisco, CA",84,72,"6'0","200","","none","",NA,NA,NA,"pre-1940","1894-04-13","Toledo, OH",1894
"1233","BurtRu20","Russell Edward Burt","Russ Burt","FALSE","FALSE",NA,NA,"WR","O",1978,"4/7/78","Orlando, FL",77,68,"5'8","170","","Canisius","",NA,NA,NA,"pre-1940","1900-12-15","Buffalo, NY",1900
"1234","ButkCa20","Carl John Butkus","Carl Butkus","FALSE","FALSE",NA,NA,"OL","O",1978,"8/3/78","Washington, DC",55,73,"6'1","245","","George Washington","",NA,NA,NA,"1941 to 1959","12/26/22","Scranton, PA",1922
"1235","CallJi20","James Ross Callahan","Jim Callahan","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"3/27/78","El Paso, TX",57,71,"5'11","185","","Texas Tech","Brooklyn Tigers",1944,NA,NA,"1941 to 1959","12/19/20","El Paso, TX",1920
"1236","CampDo21","Don Carlo Campora","Don Campora","FALSE","FALSE",NA,NA,"OL","O",1978,"6/5/78","San Bernardino, CA",50,75,"6'3","268","","Pacific","San Francisco 49ers",1950,NA,NA,"1941 to 1959","8/30/27","Trenton, UT",1927
"1237","ChapLe20","Leonidas Marion Chappell","Leo Chappell","FALSE","FALSE",NA,NA,"OL","O",1978,"5/28/78","Carmel Valley, CA",79,74,"6'2","205","","none","",NA,NA,NA,"pre-1940","1898-12-24","Neota, IL",1898
"1238","FitzJi20","James Peter Fitzgerald","Jim Fitzgerald","FALSE","FALSE",NA,NA,"OL","O",1978,"9/23/78","Boston, MA",71,71,"5'11","215","","Holy Cross","",NA,NA,NA,"pre-1940","3/7/07","Waltham, MA",1907
"1239","FlahJi20","James Wilson Flaherty","Jim Flaherty","FALSE","FALSE",NA,NA,"TE","O",1978,"1/30/78","Winter Haven, FL",82,NA,"","FALSE","","Georgetown (DC)","",NA,NA,NA,"pre-1940","1895-12-26","Washington, DC",1895
"1240","FostWa20","James Wallace Foster","Wally Foster","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/31/78","Oakmont, PA",75,70,"5'10","165","","Bucknell","",NA,NA,NA,"pre-1940","1902-10-29","Pittsburgh, PA",1902
"1241","GaliAr20","Arnold Anthony Galiffa","Arnie Galiffa","FALSE","FALSE",NA,NA,"QB","O",1978,"9/5/78","Glenview, IL",51,74,"6'2","193","","Army","Green Bay Packers",1950,NA,NA,"1941 to 1959","1/29/27","Donora, PA",1927
"1242","GayxCh20","Chester Joseph Gay","Chet Gay","FALSE","FALSE",NA,NA,"OL","O",1978,"3/11/78","Moose Lake, MN",78,72,"6'0","215","","Minnesota","",NA,NA,NA,"pre-1940","1900-01-08","Moose Lake, WI",1900
"1243","GoadPa20","Paul Ellis Goad","Paul Goad","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"11/29/78","Little Rock, AR",44,72,"6'0","195","","Vanderbilt","San Francisco 49ers",1956,NA,NA,"1941 to 1959","9/7/34","Cincinnati, OH",1934
"1244","GoldSa20","Sam Goldman","Sam Goldman","FALSE","FALSE",NA,NA,"TE","O",1978,"11/8/78","Pensacola, FL",61,75,"6'3","228","","Ohio St.","",NA,NA,NA,"pre-1940","11/10/16","Cleveland, OH",1916
"1245","GovePa20","Paul Vincent Governali","Paul Governali","FALSE","FALSE",NA,NA,"QB","O",1978,"2/15/78","San Diego, CA",57,71,"5'11","193","","Columbia","Brooklyn Dodgers",1943,NA,NA,"1941 to 1959","1/5/21","Bronx, NY",1921
"1246","HansDa20","Warren Dale Hansen","Dale Hansen","FALSE","FALSE",NA,NA,"OL","O",1978,"5/6/78","Warren, MI",57,75,"6'3","321","","Michigan St.","",NA,NA,NA,"1941 to 1959","1/27/21","Detroit, MI",1921
"1247","HealEd20","Edward Francis Healey Jr.","Ed Healey","FALSE","TRUE",NA,NA,"OL","O",1978,"12/10/78","South Bend, IN",83,73,"6'1","207","","Dartmouth","",1923,NA,NA,"pre-1940","1894-12-28","Indian Orchard, MA",1894
"1248","HearLe20","Lester Christopher Hearden","Les Hearden","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"12/25/78","Green Bay, WI",76,68,"5'8","175","","Marquette","",NA,NA,NA,"pre-1940","1902-04-24","Lawrence, WI",1902
"1249","HillIr20","Irvin Pate Hill","Irv Hill","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"11/7/78","Dallas, TX",69,73,"6'1","207","","Trinity (TX)","",1932,NA,NA,"pre-1940","12/8/08","Fort Worth, TX",1908
"1250","HolmTo20","Bernard Patrick Holm","Tony Holm","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"7/15/78","Waukegan, IL",70,73,"6'1","214","","Alabama","",1933,NA,NA,"pre-1940","5/22/08","Birmingham, AL",1908
"1251","HughBi20","Billy Carter Hughes","Bill Hughes","TRUE","FALSE",1,1,"OL","O",1978,"7/6/78","Pinellas County, FL",63,73,"6'1","226","","Texas","",1941,NA,NA,"pre-1940","4/11/15","Van Alstyne, TX",1915
"1252","IrviTe20","Cecil Paul Irvin","Tex Irvin","FALSE","FALSE",NA,NA,"OL","O",1978,"2/11/78","DeLeon, TX",71,72,"6'0","225","","Shreiner College","",NA,NA,NA,"pre-1940","10/9/06","DeLeon, TX",1906
"1253","JemaJi20","Manuel James Jemail","Jimmy Jemail","FALSE","FALSE",NA,NA,"QB","O",1978,"7/26/78","New York, NY",84,66,"5'6","165","","Brown","",NA,NA,NA,"pre-1940","1893-09-12","Biblos, Lebanon",1893
"1254","JohnBi23","William Orville Johnson","Bill O. Johnson","FALSE","FALSE",NA,NA,"OL","O",1978,"4/8/78","Dallas, TX",57,72,"6'0","210","","North Carolina","Chicago Bears",1943,22,209,"1941 to 1959","2/1/21","Bryan, TX",1921
"1255","JohnJa20","John Denvil Johnson","Jack Johnson","TRUE","FALSE",1,1,"OL","O",1978,"10/27/78","Tooele, UT",68,76,"6'4","216","","Utah","",1939,NA,NA,"pre-1940","11/28/09","Grantsville, UT",1909
"1256","JoneTo21","Thomas Lee Jones","Tom Jones","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/28/78","Muskoka District, Canada",47,72,"6'0","200","","Kentucky St.","Cleveland Browns",1954,NA,NA,"1941 to 1959","6/22/31","Cincinnati, OH",1931
"1257","KellTe20","Clarence Ashley Kelly","Tex Kelly","FALSE","FALSE",NA,NA,"OL","O",1978,"2/4/78","Shawnee, OK",79,75,"6'3","220","","none","",NA,NA,NA,"pre-1940","1898-10-29","Duncan, OK",1898
"1258","KingRa20","Ralph Warren King","Ralph King","FALSE","FALSE",NA,NA,"OL","O",1978,"2/8/78","Fairhope, AL",76,72,"6'0","250","","Chicago","",NA,NA,NA,"pre-1940","1901-11-02","Chicago, IL",1901
"1259","KramJa20","John Francis Kramer","Jack Kramer","FALSE","FALSE",NA,NA,"OL","O",1978,"12/15/78","West Allis, WI",59,72,"6'0","220","","Marquette","Chicago Cardinals",1945,20,200,"pre-1940","7/26/19","Milwaukee, WI",1919
"1260","LankJi20","James Jarrett Lankas","Jim Lankas","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/9/78","Edison, KS",59,74,"6'2","220","","St. Mary's (CA)","",NA,NA,NA,"pre-1940","8/26/18","Stratton, NE",1918
"1261","LaueDu20","Harold Sebastian Lauer","Dutch Lauer","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/9/78","Southfield, MI",80,70,"5'10","185","","Detroit Mercy","",NA,NA,NA,"pre-1940","1898-01-08","Monroe, MI",1898
"1262","LeahBe20","Bernard Phillip Leahy","Bernie Leahy","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"3/12/78","Walnut Creek, CA",69,71,"5'11","180","","Notre Dame","",1932,NA,NA,"pre-1940","8/15/08","Illinois",1908
"1263","LillJo20","Joseph Lillard","Joe Lillard","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"9/18/78","New York, NY",73,72,"6'0","185","","Oregon","",1933,NA,NA,"pre-1940","6/15/05","Tulsa, OK",1905
"1264","ManiJi20","James Henry Manion","Jimmy Manion","FALSE","FALSE",NA,NA,"OL","O",1978,"7/11/78","Hennepin County, MN",73,70,"5'10","178","","St. Thomas","",NA,NA,NA,"pre-1940","9/20/04","Jasper, MN",1904
"1265","MehrHa20","Harry James Mehre","Harry Mehre","FALSE","TRUE",NA,NA,"OL","O",1978,"9/27/78","Atlanta, GA",77,73,"6'1","190","","Notre Dame","",1923,NA,NA,"pre-1940","1901-09-18","Huntington, IN",1901
"1266","MiniPa20","Paul Daniel Minick","Paul Minick","FALSE","FALSE",NA,NA,"OL","O",1978,"12/22/78","Springfield, MO",79,72,"6'0","195","","Iowa","",NA,NA,NA,"pre-1940","1899-12-17","Villisca, IA",1899
"1267","MonnBo20","Robert C. Monnett","Bob Monnett","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/2/78","Galion, OH",68,69,"5'9","182","","Michigan St.","",1933,NA,NA,"pre-1940","2/27/10","Bucyrus, OH",1910
"1268","MyleHa20","Harry Seig Myles","Harry Myles","FALSE","FALSE",NA,NA,"TE","O",1978,"11/30/78","Orange Park, FL",74,72,"6'0","190","","Hampden-Sydney","",NA,NA,NA,"pre-1940","9/1/04","Lewisburg, WV",1904
"1269","NichJo20","John Howard Nichols","John Nichols","FALSE","FALSE",NA,NA,"OL","O",1978,"6/17/78","Cleveland, OH",73,72,"6'0","200","","Ohio St.","",NA,NA,NA,"pre-1940","7/30/04","",1904
"1270","NixxGe20","George Augustus Nix","George Nix","FALSE","FALSE",NA,NA,"OL","O",1978,"10/5/78","Tacoma, WA",83,71,"5'11","195","","Haskell Indian","",NA,NA,NA,"pre-1940","1895-03-18","Howkan, AK",1895
"1271","OBriGa20","Joseph Gail O'Brien","Gail O'Brien","FALSE","FALSE",NA,NA,"OL","O",1978,"7/7/78","Los Angeles County, CA",66,73,"6'1","219","","Nebraska","",NA,NA,NA,"pre-1940","11/14/11","Cheyenne, WY",1911
"1272","OdenCu20","Olof Gustave Hazard Oden","Curly Oden","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/31/78","Cranston, RI",79,66,"5'6","163","","Brown","",NA,NA,NA,"pre-1940","1899-05-10","Stockholm, Sweden",1899
"1273","PedeJi20","James Palmer Pederson","Jim Pederson","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/14/78","Pawtucket, RI",70,69,"5'9","189","","Augsburg","",1932,NA,NA,"pre-1940","10/19/07","Harvey, ND",1907
"1274","PoliJo20","John Polisky","John Polisky","FALSE","FALSE",NA,NA,"OL","O",1978,"4/23/78","Wellsville, OH",77,72,"6'0","225","","St. Edward's","",NA,NA,NA,"pre-1940","1901-01-15","Pittsburgh, PA",1901
"1275","PritBi20","William England Pritchard","Bill Pritchard","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"4/10/78","Buffalo, NY",76,70,"5'10","185","","Penn St.","",NA,NA,NA,"pre-1940","1901-12-23","Frostburg, MD",1901
"1276","ReesDa20","David E. Reese","Dave Reese","FALSE","FALSE",NA,NA,"TE","O",1978,"6/26/78","Kettering, OH",85,72,"6'0","176","","Denison","",NA,NA,NA,"pre-1940","1892-11-19","Massillon, OH",1892
"1277","RentPu20","Ernest John Rentner","Pug Rentner","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"8/24/78","Glencoe, IL",67,73,"6'1","187","","Northwestern","",1935,NA,NA,"pre-1940","9/18/10","Joliet, IL",1910
"1278","RichTe20","Edward John Richards","Ted Richards","FALSE","FALSE",NA,NA,"TE","O",1978,"12/1/78","Stanwood, WA",77,69,"5'9","174","","Illinois","",NA,NA,NA,"pre-1940","1901-11-07","Oshkosh, WI",1901
"1279","RussRe20","Lafayette H. Russell","Reb Russell","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"3/16/78","Coffeyville, KS",72,73,"6'1","205","","Nebraska","",NA,NA,NA,"pre-1940","5/31/05","Osawatomie, KS",1905
"1280","SalaAn20","Andrew J. Salata","Andy Salata","FALSE","FALSE",NA,NA,"OL","O",1978,"1/14/78","Hancock, MI",72,70,"5'10","188","","Pittsburgh","",NA,NA,NA,"pre-1940","9/30/05","",1905
"1281","ShelJo20","John Andrew Shelburne","John Shelburne","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"1/29/78","Boston, MA",83,71,"5'11","200","","Dartmouth","",NA,NA,NA,"pre-1940","1894-09-26","Boston, MA",1894
"1282","SimmJa00","John Charles Simmons","Jack Simmons","TRUE","FALSE",1,1,"OL","O",1978,"9/17/78","Royal Oak, MI",53,76,"6'4","236","","Maryland","Detroit Lions",1946,22,207,"1941 to 1959","10/8/24","Grosse Pointe, MI",1924
"1283","SimoJo20","John Brimhall Simons","John Simons","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"1/22/78","Las Vegas, NV",76,71,"5'11","200","","Hamline","",NA,NA,NA,"pre-1940","1901-01-22","St. Paul, MN",1901
"1284","SleiRe20","Elmer Noble Sleight","Red Sleight","FALSE","FALSE",NA,NA,"OL","O",1978,"8/9/78","Naples, FL",71,74,"6'2","226","","Purdue","",NA,NA,NA,"pre-1940","7/8/07","Morris, IL",1907
"1285","SmitJo20","Joe H. Smith Jr.","Joe Smith","FALSE","FALSE",NA,NA,"TE","O",1978,"4/8/78","Odessa, TX",55,73,"6'1","183","","Schreiner College","Chicago Cardinals",1947,28,260,"1941 to 1959","7/23/22","Electra, TX",1922
"1286","SmitRe20","Richard Paul Smith","Red Smith","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"3/8/78","Toledo, OH",73,70,"5'10","192","","Lawrence","",NA,NA,NA,"pre-1940","5/18/04","Brokaw, WI",1904
"1287","SturDi20","Richard Nelson Sturtridge","Dick Sturtridge","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"12/4/78","Los Angeles, CA",74,73,"6'1","171","","DePauw","",NA,NA,NA,"pre-1940","3/8/04","Vandergrift, PA",1904
"1288","TracJo00","John Joseph Tracey","John Tracey","TRUE","FALSE",2,2,"LB","D",1978,"9/18/78","Medford Lakes, NJ",45,75,"6'3","225","","Texas A&M","Los Angeles Rams",1959,4,44,"1941 to 1959","6/27/33","Philadelphia, PA",1933
"1289","VancJo20","Joseph Albert Vance","Joe Vance","FALSE","FALSE",NA,NA,"WR","O",1978,"7/4/78","San Antonio, TX",72,73,"6'1","180","","Texas St.","",NA,NA,NA,"pre-1940","9/16/05","Devine, TX",1905
"1290","VaugHa20","John J. Vaughan","Harp Vaughan","FALSE","FALSE",NA,NA,"RB/FB","O",1978,"12/26/78","Macclenny, FL",75,67,"5'7","150","","none","",1934,NA,NA,"pre-1940","1903-11-19","Pennsylvania",1903
"1291","WilsGe22","George William Wilson","George Wilson","TRUE","TRUE",3,3,"TE","O",1978,"11/23/78","Detroit, MI",64,73,"6'1","199","","Northwestern","",1940,NA,NA,"pre-1940","2/3/14","Chicago, IL",1914
"1292","WilsMi20","Samuel Marshall Wilson","Mike Wilson","FALSE","FALSE",NA,NA,"TE","O",1978,"5/16/78","Boynton Beach, FL",81,70,"5'10","167","","Lehigh","",NA,NA,NA,"pre-1940","1896-12-02","Edge Hill, PA",1896
"1293","WordSt20","Stuart Barrett Worden","Stu Worden","FALSE","FALSE",NA,NA,"OL","O",1978,"3/17/78","Elkton, VA",70,72,"6'0","210","","Hampden-Sydney","",NA,NA,NA,"pre-1940","5/6/07","Abingdon, VA",1907
"1294","WukiAl20","Albert Robert Wukits","Al Wukits","FALSE","FALSE",NA,NA,"OL","O",1978,"10/15/78","Pittsburgh, PA",60,75,"6'3","218","","Duquesne","Phi/Pit Eagles/Steelers",1943,11,97,"pre-1940","12/16/17","Millvale, PA",1917
"1295","YounLl20","Frederick Lloyd Young","Lloyd Young","FALSE","FALSE",NA,NA,"OL","O",1978,"7/10/78","Austin, MN",75,74,"6'2","192","","Macalester","",NA,NA,NA,"pre-1940","1903-05-27","Austin, MN",1903
"1296","YounPa20","Paul Wesly Young","Paul Young","FALSE","FALSE",NA,NA,"OL","O",1978,"10/19/78","Cambridge, NE",69,76,"6'4","195","","Oklahoma","",NA,NA,NA,"pre-1940","12/7/08","Melrose, NM",1908
